MasVnrType,MiscFeature,MiscVal,MoSold,Neighborhood,OverallCond,OverallQual,PavedDrive,RoofMatl,SaleCondition,SalePrice,SaleType,Street,TotRmsAbvGrd,TotalBsmtSF,WoodDeckSF,YearBuilt,YrSold
None,None,0,6,Edwards,6,5,Y,CompShg,Normal,147500.0,WD,Pave,6,1256.0,736,1965,2008
None,None,0,6,NAmes,6,5,Y,CompShg,Normal,,WD,Pave,5,882.0,140,1961,2010
BrkFace,Gar2,12500,6,NAmes,6,6,Y,CompShg,Normal,,WD,Pave,6,1329.0,393,1958,2010
None,None,0,3,Gilbert,5,5,Y,CompShg,Normal,,WD,Pave,6,928.0,212,1997,2010
BrkFace,None,0,6,Gilbert,6,6,Y,CompShg,Normal,,WD,Pave,7,926.0,360,1998,2010
None,None,0,1,StoneBr,5,8,Y,CompShg,Normal,,WD,Pave,5,1280.0,0,1992,2010
None,None,0,4,Gilbert,5,6,Y,CompShg,Normal,,WD,Pave,7,763.0,157,1993,2010
None,Shed,500,3,Gilbert,7,6,Y,CompShg,Normal,,WD,Pave,6,1168.0,483,1992,2010
None,None,0,5,Gilbert,5,6,Y,CompShg,Normal,,WD,Pave,7,789.0,0,1998,2010
None,None,0,2,Gilbert,5,7,Y,CompShg,Normal,,WD,Pave,5,1300.0,192,1990,2010
None,None,0,4,NAmes,5,4,Y,CompShg,Normal,,WD,Pave,4,882.0,240,1970,2010
None,None,0,6,NAmes,5,7,Y,CompShg,Normal,,WD,Pave,5,1405.0,203,1999,2010
BrkFace,None,0,2,BrDale,5,6,Y,CompShg,Normal,,COD,Pave,5,483.0,275,1971,2010
BrkFace,None,0,3,BrDale,5,5,Y,CompShg,Normal,,WD,Pave,6,525.0,0,1971,2010
None,None,0,6,NPkVill,6,6,Y,CompShg,Normal,,WD,Pave,6,855.0,173,1975,2010
None,None,0,6,NPkVill,6,7,Y,CompShg,Normal,,WD,Pave,4,836.0,0,1975,2010
Stone,None,0,1,NridgHt,5,9,Y,CompShg,Partial,,New,Pave,10,1590.0,144,2009,2010
Stone,None,0,6,NridgHt,5,8,Y,CompShg,Partial,,New,Pave,7,1544.0,0,2009,2010
BrkFace,None,0,6,NridgHt,5,9,Y,CompShg,Normal,,WD,Pave,7,1698.0,192,2005,2010
BrkFace,None,0,2,NridgHt,5,8,Y,CompShg,Normal,,WD,Pave,8,1822.0,0,2005,2010
BrkFace,None,0,6,NridgHt,5,9,Y,CompShg,Normal,,WD,Pave,10,2846.0,220,2003,2010
BrkFace,None,0,6,NridgHt,5,8,Y,CompShg,Normal,,WD,Pave,7,1671.0,238,2002,2010
Stone,None,0,4,NridgHt,5,8,Y,CompShg,Normal,,WD,Pave,6,1370.0,120,2006,2010
None,None,0,1,Gilbert,5,6,Y,CompShg,Normal,,WD,Pave,6,1324.0,36,2005,2010
BrkFace,None,0,1,Blmngtn,5,7,Y,CompShg,Normal,,WD,Pave,6,1145.0,100,2006,2010
None,None,0,6,Gilbert,5,7,Y,CompShg,Normal,,WD,Pave,7,384.0,100,2004,2010
None,None,0,4,Gilbert,5,7,Y,CompShg,Normal,,WD,Pave,7,847.0,144,2004,2010
BrkFace,None,0,1,NoRidge,5,8,Y,CompShg,Normal,,WD,Pave,7,1629.0,23,1998,2010
BrkFace,None,0,5,Somerst,5,8,Y,CompShg,Normal,,WD,Pave,6,1595.0,144,2005,2010
None,None,0,4,Somerst,5,7,Y,CompShg,Partial,,New,Pave,4,1218.0,0,2009,2010
None,None,0,5,Somerst,5,6,Y,CompShg,Normal,,WD,Pave,6,1468.0,0,2005,2010
BrkFace,None,0,4,SawyerW,5,7,Y,CompShg,Normal,,WD,Pave,8,831.0,144,2004,2010
None,None,0,4,SawyerW,5,5,Y,CompShg,Normal,,WD,Pave,5,816.0,121,1920,2010
BrkCmn,None,0,4,Sawyer,6,6,Y,CompShg,Abnorml,,WD,Pave,7,1208.0,296,1974,2010
BrkFace,None,0,6,NoRidge,5,8,Y,CompShg,Normal,,WD,Pave,9,1231.0,32,1993,2010
BrkFace,None,0,6,NoRidge,5,8,Y,CompShg,Normal,,WD,Pave,7,1390.0,198,1992,2010
None,None,0,3,Somerst,5,7,Y,CompShg,Normal,,WD,Pave,6,1488.0,168,2004,2010
None,None,0,1,Somerst,5,7,Y,CompShg,Normal,,WD,Pave,3,840.0,0,2004,2010
BrkFace,None,0,4,Somerst,5,7,Y,CompShg,Normal,,ConLD,Pave,4,600.0,0,2004,2010
None,None,0,2,Somerst,5,7,Y,CompShg,Normal,,WD,Pave,4,600.0,0,2004,2010
BrkFace,None,0,5,Somerst,5,6,Y,CompShg,Normal,,WD,Pave,4,600.0,0,2005,2010
BrkFace,None,0,5,Somerst,5,6,Y,CompShg,Normal,,WD,Pave,5,756.0,0,2000,2010
None,None,0,6,Somerst,5,7,Y,CompShg,Normal,,WD,Pave,4,530.0,0,2003,2010
None,None,0,4,Somerst,5,8,Y,CompShg,Partial,,New,Pave,6,1642.0,160,2010,2010
None,None,0,4,Somerst,5,8,Y,CompShg,Normal,,WD,Pave,7,975.0,280,2000,2010
None,None,0,4,Somerst,5,7,Y,CompShg,Normal,,WD,Pave,6,1492.0,277,2002,2010
BrkFace,None,0,5,NWAmes,6,6,Y,CompShg,Normal,,WD,Pave,8,1829.0,0,1967,2010
None,None,0,3,NWAmes,5,6,Y,CompShg,Normal,,WD,Pave,9,1280.0,224,1993,2010
None,None,0,4,NWAmes,5,6,Y,CompShg,Normal,,WD,Pave,7,1224.0,0,1978,2010
None,None,0,6,NWAmes,6,6,Y,CompShg,Normal,,WD,Pave,7,715.0,0,1971,2010
BrkFace,None,0,4,NAmes,5,5,Y,CompShg,Normal,,WD,Pave,6,1232.0,0,1966,2010
None,None,0,4,NAmes,5,5,Y,CompShg,Normal,,ConLD,Pave,6,1209.0,0,1966,2010
BrkFace,None,0,4,NAmes,6,5,Y,CompShg,Normal,,WD,Pave,6,1510.0,0,1967,2010
None,None,0,5,NAmes,5,6,Y,CompShg,Family,,COD,Pave,8,533.0,0,1964,2010
BrkFace,None,0,1,NAmes,6,5,Y,CompShg,Abnorml,,Oth,Pave,10,1728.0,0,1962,2010
BrkFace,None,0,3,NAmes,7,5,Y,CompShg,Normal,,WD,Pave,7,1140.0,0,1952,2010
Stone,None,0,1,NAmes,6,6,Y,CompShg,Normal,,WD,Pave,6,782.0,0,1949,2010
BrkFace,Shed,1500,1,NAmes,8,6,Y,CompShg,Normal,,WD,Pave,5,1080.0,238,1966,2010
None,None,0,3,NAmes,5,5,Y,CompShg,Normal,,WD,Pave,8,1604.0,42,1958,2010
BrkFace,Shed,300,2,NAmes,5,7,Y,CompShg,Normal,,WD,Pave,7,1480.0,252,2003,2010
BrkFace,None,0,5,NAmes,5,5,Y,CompShg,Normal,,WD,Pave,6,1143.0,0,1959,2010
BrkFace,None,0,5,NAmes,5,5,Y,CompShg,Normal,,WD,Pave,6,1206.0,0,1959,2010
Stone,None,0,6,NAmes,5,6,Y,CompShg,Normal,,WD,Pave,6,1244.0,0,1959,2010
None,None,0,2,NAmes,5,4,Y,CompShg,Normal,,WD,Pave,5,832.0,0,1956,2010
None,None,0,5,NAmes,7,5,Y,CompShg,Normal,,WD,Pave,4,864.0,0,1952,2010
None,None,0,6,NAmes,6,5,Y,CompShg,Normal,,WD,Pave,5,972.0,0,1955,2010
None,None,0,4,NAmes,5,5,Y,CompShg,Abnorml,,WD,Pave,5,988.0,0,1958,2010
None,None,0,4,NAmes,7,4,N,CompShg,Normal,,WD,Pave,4,576.0,0,1920,2010
None,None,0,5,NAmes,8,6,Y,CompShg,Normal,,WD,Pave,5,816.0,414,1948,2010
None,None,0,6,NAmes,6,5,Y,CompShg,Normal,,WD,Pave,6,1175.0,0,1960,2010
BrkFace,None,0,5,NAmes,7,6,Y,CompShg,Normal,,WD,Pave,7,1395.0,657,1963,2010
BrkFace,None,0,1,OldTown,5,4,Y,CompShg,Abnorml,,COD,Pave,9,709.0,84,1900,2010
None,None,0,5,OldTown,7,5,P,CompShg,Normal,,WD,Pave,5,936.0,51,1920,2010
None,None,0,6,OldTown,7,5,Y,CompShg,Normal,,WD,Pave,6,1347.0,0,1957,2010
None,None,0,1,OldTown,7,6,N,CompShg,Normal,,WD,Pave,6,827.0,0,1938,2010
None,None,0,6,OldTown,7,5,Y,CompShg,Normal,,WD,Pave,7,1027.0,0,1948,2010
None,None,0,3,OldTown,6,5,Y,CompShg,Normal,,WD,Pave,6,1008.0,0,1920,2010
None,None,0,6,OldTown,2,2,N,CompShg,Abnorml,,WD,Pave,5,678.0,0,1923,2010
None,None,0,4,OldTown,9,8,Y,CompShg,Abnorml,,WD,Pave,7,930.0,54,1900,2010
None,None,0,4,OldTown,9,8,N,CompShg,Normal,,WD,Pave,7,346.0,0,1890,2010
None,None,0,6,OldTown,3,5,N,CompShg,Abnorml,,WD,Pave,12,840.0,0,1910,2010
None,None,0,6,OldTown,7,6,Y,CompShg,Normal,,WD,Pave,6,738.0,0,1922,2010
None,None,0,3,BrkSide,6,5,Y,CompShg,Normal,,WD,Pave,7,988.0,0,1950,2010
None,None,0,5,BrkSide,7,7,Y,CompShg,Normal,,WD,Pave,8,1108.0,0,1922,2010
None,None,0,4,BrkSide,7,4,P,CompShg,Normal,,WD,Pave,4,765.0,135,1925,2010
None,None,0,4,BrkSide,7,6,Y,CompShg,Abnorml,,WD,Pave,5,608.0,0,1939,2010
None,None,0,3,BrkSide,6,6,Y,CompShg,Normal,,WD,Pave,6,572.0,0,1940,2010
Stone,None,0,3,BrkSide,6,5,Y,CompShg,Normal,,WD,Pave,7,835.0,0,1942,2010
None,None,0,3,BrkSide,7,6,P,CompShg,Normal,,WD,Pave,6,780.0,221,1948,2010
None,None,0,5,BrkSide,7,5,P,CompShg,Normal,,WD,Pave,5,528.0,306,1936,2010
None,None,0,3,BrkSide,5,5,Y,CompShg,Normal,,WD,Pave,7,928.0,0,1930,2010
None,None,0,3,OldTown,5,6,Y,CompShg,Normal,,WD,Pave,5,1124.0,0,1923,2010
None,None,0,6,OldTown,5,4,Y,CompShg,Normal,,WD,Pave,9,888.0,160,1915,2010
None,None,0,5,OldTown,8,6,N,CompShg,Normal,,WD,Pave,7,780.0,344,1912,2010
None,None,0,2,OldTown,8,6,Y,CompShg,Normal,,WD,Pave,6,662.0,0,1920,2010
BrkFace,None,0,5,ClearCr,5,5,Y,CompShg,Normal,,WD,Pave,8,1422.0,0,1959,2010
None,None,0,1,ClearCr,3,5,N,CompShg,Normal,,COD,Pave,6,689.0,0,1917,2010
None,None,0,2,SWISU,4,5,N,CompShg,Normal,,ConLD,Pave,6,1212.0,0,1915,2010
None,None,0,3,SWISU,5,6,Y,CompShg,Normal,,WD,Pave,5,600.0,0,1940,2010
None,None,0,3,SWISU,1,4,N,CompShg,Abnorml,,WD,Pave,7,707.0,0,1907,2010
None,None,0,6,SWISU,7,5,P,CompShg,Normal,,COD,Pave,7,856.0,56,1910,2010
BrkFace,None,0,5,Sawyer,3,4,Y,Tar&Grv,Normal,,WD,Pave,8,1832.0,0,1967,2010
BrkFace,None,0,6,Sawyer,7,5,Y,CompShg,Normal,,WD,Pave,5,864.0,0,1966,2010
None,None,0,5,Sawyer,5,5,Y,CompShg,Normal,,WD,Pave,4,864.0,226,1968,2010
None,None,0,5,Sawyer,5,5,Y,CompShg,Normal,,WD,Pave,5,1319.0,0,1978,2010
None,None,0,3,Sawyer,5,5,Y,CompShg,Normal,,WD,Pave,7,720.0,192,1968,2010
None,None,0,4,ClearCr,7,7,Y,CompShg,Normal,,WD,Pave,4,1420.0,496,1977,2010
None,None,0,6,Sawyer,4,4,N,CompShg,Normal,,WD,Pave,4,660.0,80,1927,2010
BrkFace,None,0,5,ClearCr,5,6,Y,CompShg,Normal,,WD,Pave,8,1117.0,336,1978,2010
None,Shed,450,6,Edwards,4,3,Y,CompShg,Normal,,WD,Pave,8,972.0,0,1938,2010
None,None,0,6,Edwards,7,6,Y,CompShg,Normal,,WD,Pave,6,663.0,0,1950,2010
None,None,0,6,Edwards,6,4,Y,CompShg,Normal,,WD,Pave,8,756.0,0,1947,2010
None,None,0,6,Edwards,7,5,Y,CompShg,Normal,,WD,Pave,5,1172.0,240,1954,2010
Stone,None,0,1,Edwards,5,7,Y,CompShg,Partial,,Con,Pave,5,1508.0,0,2009,2010
None,None,0,6,Edwards,3,5,N,CompShg,Normal,,COD,Pave,5,1250.0,0,1964,2010
BrkFace,None,0,6,SawyerW,5,7,Y,CompShg,Normal,,WD,Pave,4,1433.0,0,1987,2010
BrkFace,None,0,5,SawyerW,7,6,Y,CompShg,Normal,,WD,Pave,8,946.0,450,1993,2010
Stone,None,0,3,CollgCr,5,7,Y,CompShg,Normal,,WD,Pave,6,1222.0,0,2010,2010
None,None,0,3,SawyerW,8,6,N,CompShg,Normal,,WD,Pave,6,676.0,0,1900,2010
None,None,0,7,CollgCr,5,5,Y,CompShg,Normal,,WD,Pave,4,870.0,71,1996,2010
None,None,0,4,CollgCr,5,7,Y,CompShg,Normal,,WD,Pave,8,878.0,0,1997,2010
None,None,0,6,CollgCr,8,5,Y,CompShg,Normal,,WD,Pave,5,1026.0,316,1977,2010
None,None,0,6,CollgCr,6,5,Y,CompShg,Normal,,WD,Pave,5,876.0,0,1972,2010
BrkFace,None,0,5,CollgCr,5,8,Y,CompShg,Normal,,WD,Pave,8,1978.0,188,2003,2010
None,None,0,4,CollgCr,5,7,Y,CompShg,Normal,,WD,Pave,9,1040.0,331,1997,2010
BrkFace,None,0,4,CollgCr,5,6,Y,CompShg,Normal,,WD,Pave,4,848.0,140,2003,2010
None,None,0,4,Edwards,6,3,N,CompShg,Normal,,ConLD,Pave,5,0.0,0,1945,2010
None,None,0,1,Edwards,6,5,Y,CompShg,Abnorml,,Oth,Pave,6,381.0,60,1954,2010
None,None,0,6,Edwards,6,5,Y,CompShg,Normal,,WD,Pave,6,1196.0,257,1968,2010
None,None,0,6,Edwards,5,4,P,CompShg,Abnorml,,WD,Pave,5,744.0,0,1948,2010
None,None,0,6,Edwards,6,6,Y,CompShg,Normal,,WD,Pave,5,1008.0,0,1975,2010
None,None,0,5,Edwards,5,4,Y,CompShg,Normal,,WD,Pave,5,960.0,0,1958,2010
BrkFace,None,0,5,SWISU,6,5,Y,CompShg,Normal,,WD,Pave,5,1107.0,0,1924,2010
None,None,0,3,SWISU,6,6,Y,CompShg,Normal,,WD,Pave,4,856.0,0,1939,2010
None,Shed,500,2,SWISU,6,4,Y,Tar&Grv,Normal,,WD,Pave,10,0.0,0,1967,2010
None,None,0,5,SWISU,2,5,N,CompShg,Normal,,WD,Pave,7,894.0,0,1931,2010
BrkFace,None,0,7,Crawfor,6,7,Y,CompShg,Normal,,WD,Pave,8,1528.0,0,1941,2010
BrkFace,None,0,3,Crawfor,6,5,Y,CompShg,Normal,,WD,Pave,11,1032.0,0,1950,2010
BrkFace,None,0,6,Crawfor,6,7,Y,CompShg,Normal,,WD,Pave,6,423.0,0,1994,2010
None,None,0,4,Blueste,6,8,Y,CompShg,Normal,,WD,Pave,4,982.0,141,1989,2010
None,None,0,3,Blueste,5,8,Y,CompShg,Normal,,WD,Pave,5,1191.0,112,1989,2010
None,None,0,4,IDOTRR,5,2,N,CompShg,Normal,,ConLw,Pave,4,480.0,0,1941,2010
None,None,0,4,IDOTRR,5,6,Y,CompShg,Normal,,COD,Pave,5,629.0,0,1921,2010
None,None,0,6,IDOTRR,7,4,N,CompShg,Alloca,,WD,Grvl,5,756.0,0,1896,2010
Stone,None,0,5,Crawfor,5,8,Y,CompShg,Normal,,WD,Pave,5,1594.0,128,2004,2010
None,None,0,5,Mitchel,5,8,Y,CompShg,Normal,,WD,Pave,8,1049.0,0,1998,2010
None,Shed,80,5,Mitchel,7,6,Y,CompShg,Normal,,WD,Pave,6,1243.0,375,1977,2010
None,None,0,3,Mitchel,5,6,Y,CompShg,Normal,,ConLD,Pave,9,1958.0,0,1976,2010
Stone,None,0,5,Timber,5,7,Y,CompShg,Normal,,WD,Pave,6,1336.0,100,2008,2010
None,None,0,1,Timber,5,7,Y,CompShg,Partial,,New,Pave,6,1214.0,0,2009,2010
None,None,0,4,Timber,5,5,Y,CompShg,Normal,,WD,Pave,7,384.0,100,2006,2010
None,None,0,6,Mitchel,5,5,Y,CompShg,Normal,,WD,Pave,7,1068.0,0,1965,2010
None,None,0,3,Mitchel,5,5,Y,CompShg,Normal,,WD,Pave,7,1430.0,0,2004,2010
None,None,0,6,Mitchel,5,5,Y,CompShg,Normal,,WD,Pave,7,1344.0,328,1999,2010
None,None,0,5,MeadowV,6,5,Y,CompShg,Normal,,WD,Pave,5,945.0,174,1973,2010
None,None,0,3,MeadowV,7,4,Y,CompShg,Normal,,WD,Pave,5,546.0,200,1970,2010
None,None,0,6,MeadowV,4,4,Y,CompShg,Normal,,WD,Pave,5,546.0,0,1970,2010
None,None,0,6,MeadowV,6,4,Y,CompShg,Normal,,WD,Pave,5,546.0,0,1972,2010
None,None,0,6,Mitchel,7,5,Y,CompShg,Normal,,ConLD,Pave,5,864.0,0,1971,2010
None,None,0,4,Mitchel,7,5,Y,CompShg,Normal,,WD,Pave,5,833.0,431,1984,2010
None,Shed,600,2,Mitchel,2,5,Y,CompShg,Normal,,WD,Pave,10,1216.0,200,1985,2010
None,None,0,3,Mitchel,5,5,Y,CompShg,Normal,,WD,Pave,6,624.0,22,1991,2010
None,None,0,4,Mitchel,5,5,Y,CompShg,Normal,,WD,Pave,8,864.0,287,1969,2010
None,None,0,2,Mitchel,5,8,Y,CompShg,Normal,,WD,Pave,6,1679.0,129,1994,2010
None,None,0,3,Mitchel,5,6,Y,CompShg,Normal,,WD,Pave,7,1152.0,162,1993,2010
None,None,0,10,NAmes,5,6,Y,CompShg,Normal,,WD,Pave,5,882.0,0,1956,2009
BrkFace,None,0,6,NAmes,5,6,Y,CompShg,Normal,,WD,Pave,7,1434.0,80,1974,2009
None,None,0,7,Gilbert,5,6,Y,CompShg,Normal,,WD,Pave,7,945.0,252,1997,2009
BrkFace,None,0,8,Gilbert,5,8,Y,CompShg,Normal,,WD,Pave,9,1008.0,120,2003,2009
BrkFace,Shed,490,6,Gilbert,5,7,Y,CompShg,Normal,,WD,Pave,7,384.0,48,1996,2009
None,None,0,11,StoneBr,5,8,Y,CompShg,Normal,,WD,Pave,8,2208.0,182,2004,2009
None,None,0,7,StoneBr,5,8,Y,CompShg,Normal,,WD,Pave,5,1418.0,168,1998,2009
None,None,0,9,StoneBr,5,8,Y,CompShg,Normal,,WD,Pave,6,1587.0,52,1995,2009
None,None,0,2,Gilbert,5,7,Y,CompShg,Normal,,WD,Pave,7,384.0,256,1998,2009
None,None,0,10,Gilbert,5,6,Y,CompShg,Normal,,WD,Pave,7,952.0,0,1998,2009
None,None,0,7,Gilbert,5,6,Y,CompShg,Normal,,WD,Pave,7,707.0,0,1994,2009
BrkFace,None,0,11,Gilbert,5,6,Y,CompShg,Normal,,WD,Pave,6,1181.0,0,1993,2009
BrkFace,None,0,7,Gilbert,6,5,P,CompShg,Normal,,WD,Pave,6,1122.0,0,1977,2009
BrkFace,None,0,5,NWAmes,6,7,Y,CompShg,Abnorml,,WD,Pave,8,832.0,192,1978,2009
BrkFace,None,0,8,NWAmes,6,6,Y,CompShg,Normal,,WD,Pave,7,1427.0,252,1978,2009
BrkFace,None,0,8,NWAmes,7,7,Y,CompShg,Normal,,WD,Pave,9,1043.0,178,1980,2009
BrkFace,None,0,5,NWAmes,5,6,Y,CompShg,Normal,,WD,Pave,7,1140.0,0,1978,2009
None,None,0,6,Somerst,5,7,Y,CompShg,Normal,,WD,Pave,7,926.0,0,2003,2009
None,None,0,3,Somerst,5,8,Y,CompShg,Normal,,WD,Pave,7,1058.0,0,2000,2009
None,None,0,10,Somerst,5,8,Y,CompShg,Normal,,WD,Pave,7,972.0,225,2002,2009
BrkFace,None,0,6,NWAmes,7,5,Y,CompShg,Normal,,WD,Pave,7,1621.0,0,1975,2009
BrkFace,None,0,4,NWAmes,6,6,Y,CompShg,Normal,,WD,Pave,6,1116.0,0,1974,2009
None,None,0,8,NWAmes,5,7,Y,CompShg,Normal,,WD,Pave,5,1176.0,40,1975,2009
None,None,0,3,NAmes,5,5,Y,CompShg,Normal,,COD,Pave,6,1180.0,0,1970,2009
BrkFace,None,0,7,NAmes,7,5,Y,CompShg,Normal,,WD,Pave,6,1043.0,0,1971,2009
None,None,0,9,NAmes,6,4,Y,CompShg,Abnorml,,WD,Pave,5,864.0,210,1970,2009
None,None,0,7,NAmes,7,4,Y,CompShg,Normal,,WD,Pave,5,864.0,200,1971,2009
BrkFace,None,0,7,BrDale,5,6,Y,CompShg,Normal,,WD,Pave,5,483.0,0,1973,2009
BrkFace,None,0,7,BrDale,6,6,Y,CompShg,Normal,,WD,Pave,5,483.0,0,1972,2009
None,None,0,9,NPkVill,5,6,Y,CompShg,Normal,,WD,Pave,7,804.0,108,1976,2009
None,None,0,8,NPkVill,5,7,Y,CompShg,Normal,,WD,Pave,4,1057.0,0,1975,2009
None,None,0,5,NPkVill,5,6,Y,CompShg,Normal,,WD,Pave,6,855.0,0,1977,2009
None,None,0,7,NPkVill,5,6,Y,CompShg,Normal,,WD,Pave,7,804.0,108,1978,2009
None,None,0,4,NPkVill,5,6,Y,CompShg,Normal,,WD,Pave,6,855.0,147,1978,2009
None,None,0,10,NPkVill,6,7,Y,CompShg,Normal,,WD,Pave,5,836.0,150,1976,2009
BrkFace,Shed,1200,7,NAmes,7,5,Y,CompShg,Normal,,WD,Pave,5,864.0,0,1966,2009
Stone,None,0,6,NridgHt,5,9,Y,CompShg,Normal,,WD,Pave,10,1776.0,135,2007,2009
None,None,0,7,NridgHt,5,9,Y,CompShg,Partial,,New,Pave,8,1365.0,0,2009,2009
Stone,None,0,5,NridgHt,5,9,Y,CompShg,Normal,,WD,Pave,7,2020.0,192,2008,2009
Stone,None,0,3,NridgHt,5,10,Y,CompShg,Normal,,WD,Pave,8,2630.0,360,2007,2009
Stone,None,0,7,NridgHt,5,9,Y,CompShg,Normal,,WD,Pave,7,1736.0,319,2008,2009
BrkFace,None,0,4,NridgHt,5,8,Y,CompShg,Normal,,WD,Pave,7,1782.0,99,2004,2009
Stone,None,0,6,NridgHt,5,8,Y,CompShg,Family,,WD,Pave,10,1508.0,192,2007,2009
Stone,None,0,6,NridgHt,5,9,Y,CompShg,Normal,,ConLI,Pave,8,1739.0,168,2008,2009
Stone,None,0,2,NridgHt,5,9,Y,CompShg,Normal,,WD,Pave,6,1504.0,184,2006,2009
None,None,0,3,NridgHt,5,9,Y,CompShg,Normal,,WD,Pave,7,1774.0,200,2008,2009
BrkFace,None,0,6,NridgHt,5,7,Y,CompShg,Normal,,WD,Pave,8,1760.0,165,2003,2009
BrkFace,None,0,7,NridgHt,5,9,Y,CompShg,Normal,,WD,Pave,10,2452.0,0,2003,2009
Stone,None,0,6,NridgHt,5,8,Y,CompShg,Normal,,WD,Pave,10,1082.0,114,2003,2009
Stone,None,0,7,NridgHt,5,8,Y,CompShg,Normal,,WD,Pave,6,1598.0,230,2006,2009
Stone,None,0,8,NridgHt,5,6,Y,CompShg,Normal,,WD,Pave,6,1358.0,192,2005,2009
Stone,None,0,3,NridgHt,5,6,Y,CompShg,Normal,,WD,Pave,5,1306.0,170,2005,2009
Stone,None,0,5,NridgHt,5,7,Y,CompShg,Normal,,WD,Pave,6,1350.0,192,2007,2009
Stone,None,0,2,NridgHt,5,10,Y,CompShg,Abnorml,,WD,Pave,8,2492.0,226,2004,2009
BrkFace,None,0,7,NridgHt,5,8,Y,CompShg,Normal,,WD,Pave,8,2200.0,208,2003,2009
BrkFace,None,0,5,NridgHt,5,9,Y,CompShg,Partial,,New,Pave,6,1884.0,231,2008,2009
BrkFace,None,0,4,NridgHt,5,9,Y,CompShg,Normal,,WD,Pave,6,1451.0,192,2008,2009
BrkFace,None,0,9,NridgHt,5,8,Y,CompShg,Normal,,WD,Pave,8,1712.0,218,2002,2009
Stone,None,0,11,NridgHt,5,7,Y,CompShg,Normal,,WD,Pave,6,1405.0,148,2003,2009
None,None,0,6,Gilbert,5,7,Y,CompShg,Normal,,WD,Pave,8,728.0,100,2005,2009
None,None,0,7,Gilbert,5,6,Y,CompShg,Normal,,WD,Pave,7,745.0,36,2005,2009
BrkFace,None,0,8,Blmngtn,5,7,Y,CompShg,Normal,,WD,Pave,5,1220.0,100,2005,2009
None,None,0,8,Gilbert,5,7,Y,CompShg,Normal,,WD,Pave,6,384.0,100,2004,2009
BrkFace,None,0,9,Gilbert,5,7,Y,CompShg,Normal,,WD,Pave,7,868.0,120,2004,2009
None,None,0,7,Gilbert,5,7,Y,CompShg,Normal,,WD,Pave,7,846.0,300,2004,2009
None,None,0,6,Gilbert,5,7,Y,CompShg,Normal,,WD,Pave,8,782.0,0,2003,2009
None,None,0,5,Gilbert,5,7,Y,CompShg,Normal,,WD,Pave,7,698.0,100,2003,2009
None,None,0,7,Gilbert,5,8,Y,CompShg,Normal,,WD,Pave,8,870.0,0,2002,2009
None,None,0,5,Gilbert,5,7,Y,CompShg,Normal,,WD,Pave,7,384.0,0,2004,2009
None,None,0,6,Gilbert,5,6,Y,CompShg,Normal,,WD,Pave,7,794.0,0,2000,2009
None,None,0,3,Gilbert,5,7,Y,CompShg,Normal,,WD,Pave,7,384.0,0,1999,2009
BrkFace,None,0,5,Gilbert,5,7,Y,CompShg,Normal,,WD,Pave,8,1177.0,298,1999,2009
None,None,0,6,Gilbert,6,7,Y,CompShg,Normal,,WD,Pave,7,384.0,0,1999,2009
BrkFace,None,0,9,NoRidge,5,8,Y,CompShg,Normal,,WD,Pave,10,1455.0,252,2000,2009
BrkFace,None,0,6,NoRidge,5,8,Y,CompShg,Normal,,WD,Pave,7,2024.0,182,1994,2009
BrkFace,None,0,11,NoRidge,5,7,Y,CompShg,Normal,,WD,Pave,7,1070.0,296,1995,2009
BrkFace,None,0,10,NoRidge,5,8,Y,CompShg,Normal,,WD,Pave,8,1173.0,173,1993,2009
Stone,None,0,9,Somerst,5,8,Y,CompShg,Normal,,WD,Pave,7,1696.0,120,2008,2009
BrkFace,None,0,9,Somerst,5,8,Y,CompShg,Normal,,WD,Pave,7,1614.0,144,2008,2009
Stone,None,0,3,Somerst,5,8,Y,CompShg,Normal,,WD,Pave,7,1702.0,0,2007,2009
Stone,None,0,9,Somerst,5,8,Y,CompShg,Normal,,WD,Pave,7,1422.0,297,2006,2009
Stone,None,0,10,Somerst,5,9,Y,CompShg,Normal,,WD,Pave,9,2458.0,70,2005,2009
None,None,0,10,Somerst,5,7,Y,CompShg,Partial,,New,Pave,6,1436.0,0,2008,2009
None,None,0,5,Somerst,5,7,Y,CompShg,Normal,,WD,Pave,7,1402.0,205,2008,2009
Stone,None,0,5,Somerst,5,9,Y,CompShg,Normal,,WD,Pave,7,1530.0,212,2007,2009
Stone,None,0,6,Somerst,5,8,Y,CompShg,Normal,,WD,Pave,6,1372.0,0,2006,2009
Stone,None,0,7,Somerst,5,8,Y,CompShg,Normal,,WD,Pave,8,900.0,168,2006,2009
BrkFace,None,0,10,Somerst,5,8,Y,CompShg,Partial,,New,Pave,8,1836.0,0,2008,2009
None,None,0,3,Somerst,5,7,Y,CompShg,Normal,,WD,Pave,8,1652.0,168,2006,2009
None,None,0,8,Somerst,5,7,Y,CompShg,Normal,,WD,Pave,6,1553.0,192,2003,2009
None,None,0,3,Somerst,5,7,Y,CompShg,Normal,,WD,Pave,6,812.0,0,2003,2009
None,None,0,4,SawyerW,6,7,Y,CompShg,Normal,,WD,Pave,6,1218.0,0,2007,2009
None,None,0,6,SawyerW,5,7,Y,CompShg,Normal,,WD,Pave,6,1141.0,182,2006,2009
